,T,Age,AgeTag,Sex,yo1,y1,yo1CF,y1CF,yo2,y2,yo2CF,y2CF,yo3,y3,yo3CF,y3CF
78,1.0,0.14,-1.0,1.0,195.0,194.79335188935713,-65.0,-65.65432078750575,119.6,121.79633634710976,49.599999999999994,47.70288477549727,119.6,117.77295988692227,22.999999999999996,23.565693865785647
97,1.0,0.04,-1.0,1.0,195.0,199.1876813356401,-65.0,-64.56621467548548,105.6,103.3981605121885,35.6,31.74456776299491,105.6,105.66647844028253,28.0,25.120775835008516
66,1.0,0.5,-1.0,1.0,195.0,196.14346409011284,-65.0,-65.84818196778056,170.0,168.01622448817898,100.0,100.81665911271557,170.0,169.192193437964,5.0,5.6439194997254685
76,1.0,0.12,-1.0,1.0,195.0,195.2160811996868,-65.0,-67.25099121792854,116.80000000000001,117.78890812805454,46.8,47.80081348718232,116.80000000000001,115.88668222727536,24.0,22.908894459865635
20,1.0,0.12,-1.0,1.0,195.0,196.35733359486898,-65.0,-64.40220257457796,116.80000000000001,115.36190200483185,46.8,47.96572674941058,116.80000000000001,116.73152417794142,24.0,21.744460472101323
154,1.0,0.44,-1.0,1.0,195.0,195.72263114570788,-65.0,-66.14649256867654,161.6,164.0204614675611,91.6,88.92371063609468,161.6,159.30860685719114,8.0,8.461169473417145
50,1.0,0.12,-1.0,1.0,195.0,197.1693471517577,-65.0,-61.97389267251704,116.80000000000001,119.48190889079831,46.8,49.36388152613637,116.80000000000001,116.6803087218739,24.0,20.345671581041422
497,-1.0,0.18,-1.0,-1.0,-5.0,-2.9445695808595724,-125.0,-126.99010301928476,-109.0,-111.94267177996342,-39.0,-35.90072853794703,-109.0,-110.27139915068439,-4.800000000000001,-1.9699699148879612
301,1.0,0.44,-1.0,-1.0,-125.0,-122.41797838406904,-5.0,-3.4078106691881396,-52.0,-52.15314117283211,-122.0,-122.69263519894302,31.599999999999998,28.324631984365794,-122.0,-121.40795688671591
54,1.0,0.42,-1.0,1.0,195.0,193.563389974649,-65.0,-64.36898293570589,158.8,158.17264236219611,88.8,87.39588813268827,158.8,160.00559676879905,9.0,10.646177959584671
229,1.0,0.38,-1.0,-1.0,-125.0,-126.41406472594429,-5.0,1.7269923012640955,-49.0,-48.84378967249457,-119.0,-117.14208648834038,23.200000000000003,22.4033442040706,-119.0,-119.8656663949811
