,T,Age,AgeTag,Sex,yo1,y1,yo1CF,y1CF,yo2,y2,yo2CF,y2CF,yo3,y3,yo3CF,y3CF
458,1.0,0.18,-1.0,-1.0,-115.0,-112.70305038885408,-15.0,-16.575854178186436,-37.199999999999996,-38.62963116442281,-107.2,-107.49007509661227,-6.6,-7.793745922770218,-107.2,-108.46964830152368
1,1.0,0.38,-1.0,1.0,185.0,185.68384384694772,-55.0,-54.98927462993789,149.39999999999998,148.87519472017246,79.4,80.57437718440478,149.39999999999998,150.65282257050401,14.800000000000004,19.43664749241981
17,1.0,0.42,-1.0,1.0,185.0,183.0994077522247,-55.0,-54.12502858206249,154.6,155.06876158585004,84.6,85.85587297652188,154.6,152.7017657755082,13.200000000000003,11.442258775345223
239,1.0,0.1,-1.0,1.0,185.0,184.8710578040315,-55.0,-57.22492070643042,113.0,114.6533794120171,43.0,42.17655396792052,113.0,111.07764499398682,26.0,26.801089356429035
29,1.0,0.28,-1.0,1.0,185.0,186.0652988464605,-55.0,-59.49310071510261,136.4,135.95067313427677,66.4,68.99593466543003,136.4,136.43499118644664,18.8,10.973659068388539
399,1.0,0.3,-1.0,-1.0,-115.0,-116.53351839155947,-15.0,-12.699843046163643,-42.0,-44.98984276206197,-112.0,-109.50035151926508,9.0,12.143753258596291,-112.0,-111.62331349918637
43,1.0,0.4,-1.0,1.0,185.0,184.1508049888473,-55.0,-56.096889110752954,152.0,151.10660256716824,82.0,84.48891409429903,152.0,149.69817352383103,14.0,15.169655443170901
65,1.0,0.42,-1.0,1.0,185.0,186.3096039516533,-55.0,-55.46813827799854,154.6,153.73708284308933,84.6,84.20458574917852,154.6,158.7642771824786,13.200000000000003,12.278566845562121
470,1.0,0.14,-1.0,-1.0,-115.0,-114.4923318266433,-15.0,-15.04481029704436,-35.6,-40.209778216648566,-105.60000000000001,-108.01608858107515,-11.799999999999999,-17.133893326099567,-105.60000000000001,-106.77710878374221
232,1.0,0.36,-1.0,-1.0,-115.0,-111.77334495483738,-15.0,-15.664680357028654,-44.4,-44.1365701227074,-114.39999999999999,-113.4352477488174,16.799999999999997,14.035340776089347,-114.39999999999999,-117.11596789966542
301,1.0,0.46,-1.0,-1.0,-115.0,-117.34428759693013,-15.0,-8.61088051766687,-48.400000000000006,-51.864547444028744,-118.4,-116.07635751857896,29.8,28.593414940919256,-118.4,-116.45209524933992
104,1.0,0.02,-1.0,1.0,185.0,185.09478295293403,-55.0,-58.28125096907642,102.60000000000001,101.48838854127142,32.6,25.493690816045202,102.60000000000001,105.31343983971857,29.2,28.193451526929675
2,1.0,0.06,-1.0,1.0,185.0,183.04159249782248,-55.0,-55.59952550028144,107.8,106.64115947423318,37.800000000000004,38.78517936251345,107.8,110.48402396827021,27.6,24.950450529649785
285,-1.0,0.48,-1.0,1.0,-55.0,-50.25354385679451,185.0,183.6268501411034,92.39999999999999,90.83562558959228,162.39999999999998,162.36022008183485,10.799999999999997,12.264185400377883,162.39999999999998,157.65816751684324
352,1.0,0.1,-1.0,-1.0,-115.0,-121.45965871037644,-15.0,-16.84544124779171,-34.0,-33.85366847807167,-104.0,-99.91754711795937,-17.0,-20.150004127667216,-104.0,-109.64376479183073
455,1.0,0.02,-1.0,-1.0,-115.0,-114.25874706408045,-15.0,-16.628222571737115,-30.8,-30.96996291763737,-100.8,-100.97222244035467,-27.400000000000002,-28.81627583164904,-100.8,-103.5330072061006
275,1.0,0.06,-1.0,-1.0,-115.0,-119.34428582211389,-15.0,-15.86309614370422,-32.4,-25.564352173085855,-102.39999999999999,-101.19296210139277,-22.200000000000003,-25.089341131563312,-102.39999999999999,-107.82757951220037
393,1.0,0.26,-1.0,-1.0,-115.0,-116.42744398264206,-15.0,-13.515937214782262,-40.4,-37.22415915256465,-110.4,-109.54000678671402,3.8000000000000043,1.7828759901621338,-110.4,-114.08829355840825
466,1.0,0.24,-1.0,-1.0,-115.0,-117.60849516954771,-15.0,-20.554907292241758,-39.6,-40.7481522897369,-109.6,-109.99626630791326,1.1999999999999957,-0.13836035187430995,-109.6,-106.17532846452359
260,1.0,0.02,-1.0,-1.0,-115.0,-120.22409769304709,-15.0,-14.822691489265809,-30.8,-32.764860633645725,-100.8,-100.2221311607823,-27.400000000000002,-27.258808394937347,-100.8,-104.48114702535638
341,1.0,0.24,-1.0,-1.0,-115.0,-112.13047646955594,-15.0,-14.242610622798168,-39.6,-35.118934188704074,-109.6,-107.31968150408325,1.1999999999999957,2.6334635468955465,-109.6,-111.58700772106306
491,-1.0,0.32,-1.0,-1.0,-15.0,-16.941861176179607,-115.0,-117.88797036778118,-112.8,-110.10561530141328,-42.8,-41.993138792470695,-112.8,-114.45906670418293,11.6,10.609016128338672
496,-1.0,0.02,-1.0,-1.0,-15.0,-14.086377210549832,-115.0,-110.0289801648447,-100.8,-104.06895332896758,-30.8,-25.70747502826975,-100.8,-98.11071206464169,-27.400000000000002,-22.446916117801575
141,1.0,0.04,-1.0,1.0,185.0,184.8089901149828,-55.0,-49.269331519815914,105.2,106.35792286657875,35.2,35.95570317546026,105.2,104.07408929316291,28.400000000000002,28.62993611846914
35,1.0,0.28,-1.0,1.0,185.0,184.0256775477176,-55.0,-52.2646600626365,136.4,129.59254620427998,66.4,68.34906418478033,136.4,136.66928812396895,18.8,20.41224479762951
234,1.0,0.26,-1.0,1.0,185.0,189.70078475094522,-55.0,-60.520411790798526,133.8,135.55188117079516,63.800000000000004,64.46337619637278,133.8,135.29223031144363,19.6,14.419952384270985
499,-1.0,0.12,-1.0,-1.0,-15.0,-15.605098406152521,-115.0,-110.57348932997091,-104.8,-105.82805584007247,-34.8,-33.990395055133725,-104.8,-103.52092728999622,-14.400000000000002,-11.084553589377652
154,1.0,0.02,-1.0,1.0,185.0,182.31804777804746,-55.0,-57.06863010138462,102.60000000000001,108.25571304250788,32.6,35.63499852658519,102.60000000000001,104.75731162392343,29.2,29.59879145218855
67,1.0,0.2,-1.0,1.0,185.0,180.16101996913596,-55.0,-58.55725787762914,126.0,128.1774165164503,56.0,50.84408009917878,126.0,126.10675974360039,22.0,19.838955671074103
185,1.0,0.5,-1.0,1.0,185.0,184.0479779389596,-55.0,-55.98732055111586,165.0,167.16333412174956,95.0,93.90087793955385,165.0,162.69875067084863,10.0,8.079804017103209
318,1.0,0.2,-1.0,-1.0,-115.0,-113.49265378782921,-15.0,-16.50406749274117,-38.0,-37.94875005361018,-108.0,-105.56725367996765,-4.0,-1.6978019779305549,-108.0,-106.45446146431436
