,T,Age,AgeTag,Sex,yo1,y1,yo1CF,y1CF,yo2,y2,yo2CF,y2CF,yo3,y3,yo3CF,y3CF
304,1.0,0.46,-1.0,-1.0,-125.0,-123.25463100545288,-5.0,-7.646412822756893,-53.0,-60.699846149146474,-123.0,-117.7876571522956,34.400000000000006,33.820809615690806,-123.0,-115.11197414537544
65,1.0,0.1,-1.0,1.0,195.0,192.4128884096438,-65.0,-62.08000044983544,114.0,107.8935111272367,44.0,41.506394582268825,114.0,112.13029956734306,25.0,17.41286990119035
467,-1.0,0.18,-1.0,-1.0,-5.0,-0.30332504628483825,-125.0,-128.94862550510976,-109.0,-101.46664207920472,-39.0,-42.627554481289934,-109.0,-111.15161339204977,-4.800000000000001,-0.46262198752289496
220,-1.0,0.14,-1.0,1.0,-65.0,-63.30550493170612,195.0,200.9834162628304,49.599999999999994,41.060309866650336,119.6,113.73360603662798,22.999999999999996,24.109304238243148,119.6,121.5328439957586
409,1.0,0.34,-1.0,-1.0,-125.0,-120.7665747006743,-5.0,3.14368607927603,-47.0,-45.72587725118545,-117.0,-121.94681863666348,17.600000000000005,26.09294507073931,-117.0,-112.52509910516962
130,1.0,0.42,-1.0,1.0,195.0,198.25424553729044,-65.0,-75.06466822258785,158.8,162.5008823017987,88.8,88.35304623895443,158.8,152.2344913630308,9.0,14.53729362015726
308,1.0,0.16,-1.0,-1.0,-125.0,-117.76440814528486,-5.0,4.87521078359115,-38.0,-39.37483134417068,-108.0,-114.68798271693572,-7.6,-7.587101952653647,-108.0,-105.5907917084151
184,1.0,0.12,-1.0,-1.0,-125.0,-126.60852047479656,-5.0,-8.71272616833729,-36.0,-41.77403048595314,-106.0,-109.12365044879881,-13.200000000000001,-8.179184805480702,-106.0,-108.50783085432214
86,1.0,0.08,-1.0,1.0,195.0,195.73130288094018,-65.0,-59.24007359434474,111.19999999999999,108.10291427914521,41.2,37.7299877973624,111.19999999999999,106.52668664163883,26.0,26.26098127821217
193,1.0,0.08,-1.0,1.0,195.0,195.0420647512798,-65.0,-66.87257039053026,111.19999999999999,109.12756078339957,41.2,44.775312763706786,111.19999999999999,111.72201101847831,26.0,22.26604275364691
452,-1.0,0.18,-1.0,-1.0,-5.0,-1.525951458433778,-125.0,-119.31374561491795,-109.0,-117.29888269038506,-39.0,-38.861559750975246,-109.0,-105.62867753655523,-4.800000000000001,-13.396132825849017
